Relative_Humidity_Percentage,Indoor_Temperature_C,Outdoor_Temperature_C,Date
44,18.98,13.3,2017-04-03 09:24:08
45,18.98,13.1,2017-04-03 09:33:47
45,18.98,13.1,2017-04-03 09:43:25
45,18.98,13.4,2017-04-03 09:53:04
45,18.98,13.4,2017-04-03 10:03:12
45,18.82,14.3,2017-04-03 10:13:20
46,18.82,14.3,2017-04-03 10:23:28
46,18.82,13.8,2017-04-03 10:33:38
46,18.82,13.8,2017-04-03 10:43:16
46,18.82,12.2,2017-04-03 10:53:26
46,18.82,12.2,2017-04-03 11:03:36
46,18.82,10.2,2017-04-03 11:13:45
46,18.82,10.2,2017-04-03 11:23:53
46,18.67,7.4,2017-04-03 11:33:31
46,18.67,7.4,2017-04-03 11:43:38
46,18.67,4.7,2017-04-03 11:53:46
46,18.67,4.3,2017-04-03 12:03:57
46,18.67,4.3,2017-04-03 12:13:35
46,18.67,3.2,2017-04-03 12:23:46
46,18.67,3.2,2017-04-03 12:33:24
46,18.67,2.3,2017-04-03 12:43:02
46,18.04,2.3,2017-04-03 12:53:09
46,18.04,2.3,2017-04-03 13:03:18
46,18.04,2.3,2017-04-03 13:13:26
46,18.2,2.9,2017-04-03 13:23:05
46,18.2,2.9,2017-04-03 13:33:13
46,18.2,1.6,2017-04-03 13:43:21
46,18.2,1.6,2017-04-03 13:53:31
46,18.2,1.4,2017-04-03 14:03:39
46,18.2,1.4,2017-04-03 14:13:19
46,18.2,7.7,2017-04-03 14:23:29
46,18.2,7.7,2017-04-03 14:33:39
46,18.2,9.8,2017-04-03 14:43:48
46,18.2,9.8,2017-04-03 14:53:25
46,18.2,12.4,2017-04-03 15:03:35
46,18.2,12.4,2017-04-03 15:13:45
46,18.2,14.3,2017-04-03 15:23:53
46,18.2,14.3,2017-04-03 15:33:31
46,18.2,14.9,2017-04-03 15:43:39
46,18.2,14.9,2017-04-03 15:53:47
47,18.2,15.9,2017-04-03 16:03:25
47,18.2,15.9,2017-04-03 16:13:35
47,18.2,16.4,2017-04-03 16:23:42
47,18.2,16.4,2017-04-03 16:33:50
47,18.2,17.2,2017-04-03 16:43:58
47,18.51,17.2,2017-04-03 16:53:35
47,18.51,18.7,2017-04-03 17:03:42
47,18.51,18.7,2017-04-03 17:13:50
47,18.51,19.4,2017-04-03 17:22:57
48,18.51,19.4,2017-04-03 17:33:05
48,18.51,20.7,2017-04-03 17:42:46
49,18.51,20.7,2017-04-03 17:52:23
49,18.51,20.8,2017-04-03 18:02:33
50,18.51,20.8,2017-04-03 18:12:41
50,18.51,20.4,2017-04-03 18:22:49
50,18.51,20.4,2017-04-03 18:32:25
50,18.51,17.3,2017-04-03 18:42:35
51,18.2,17.3,2017-04-03 18:52:43
51,18.2,12.3,2017-04-03 19:02:51
51,18.2,12.3,2017-04-03 19:12:59
51,18.2,10.2,2017-04-03 19:22:37
51,18.2,10.2,2017-04-03 19:32:46
51,16.94,10.2,2017-04-03 19:42:53
51,15.37,8.0,2017-04-03 19:53:02
52,14.43,8.0,2017-04-03 20:03:11
52,14.43,7.5,2017-04-03 20:12:49
52,15.53,7.5,2017-04-03 20:22:57
52,17.25,7.4,2017-04-03 20:33:06
52,18.82,7.4,2017-04-03 20:43:14
52,20.08,6.8,2017-04-03 20:53:22
52,21.02,6.8,2017-04-03 21:03:01
52,21.96,6.4,2017-04-03 21:13:08
52,22.43,6.4,2017-04-03 21:23:16
52,22.59,6.5,2017-04-03 21:33:25
52,22.75,6.5,2017-04-03 21:43:34
53,22.9,7.8,2017-04-03 21:53:14
53,23.06,7.8,2017-04-03 22:03:23
53,23.22,9.2,2017-04-03 22:13:33
53,23.22,9.2,2017-04-03 22:23:13
53,23.37,6.5,2017-04-03 22:33:22
53,23.37,6.5,2017-04-03 22:43:30
53,23.69,12.4,2017-04-03 22:53:37
54,23.69,12.4,2017-04-03 23:03:46
54,23.84,19.4,2017-04-03 23:13:25
54,23.84,19.4,2017-04-03 23:23:35
50,24.0,21.8,2017-04-03 23:33:44
47,24.0,21.8,2017-04-03 23:43:52
47,23.84,22.4,2017-04-03 23:54:00
48,23.37,22.4,2017-04-04 00:03:39
48,22.9,24.2,2017-04-04 00:13:47
48,22.59,24.2,2017-04-04 00:23:55
48,22.27,25.1,2017-04-04 00:34:06
48,22.12,25.1,2017-04-04 00:43:46
48,21.8,25.5,2017-04-04 00:53:54
48,21.33,25.5,2017-04-04 00:56:13
48,21.18,27.1,2017-04-04 01:04:15
48,21.02,27.1,2017-04-04 01:13:52
48,20.86,26.6,2017-04-04 01:24:01
48,20.86,26.6,2017-04-04 01:34:09
48,20.86,26.4,2017-04-04 01:44:17
48,20.86,26.4,2017-04-04 01:54:25
48,21.02,25.9,2017-04-04 02:04:03
48,21.02,25.9,2017-04-04 04:04:45
48,21.02,25.0,2017-04-04 04:14:52
48,21.02,25.0,2017-04-04 04:25:01
48,21.18,21.2,2017-04-04 04:34:37
48,21.18,21.2,2017-04-04 04:44:46
48,21.02,19.4,2017-04-04 04:54:53
48,20.86,19.4,2017-04-04 05:05:01
48,20.71,16.3,2017-04-04 05:15:08
48,20.55,16.3,2017-04-04 05:24:46
48,20.55,15.6,2017-04-04 05:34:55
47,20.39,15.6,2017-04-04 05:45:04
47,20.39,14.5,2017-04-04 05:55:14
48,20.39,14.5,2017-04-04 06:04:53
48,20.24,13.5,2017-04-04 06:15:03
48,20.24,13.5,2017-04-04 06:25:12
48,20.08,13.5,2017-04-04 06:35:21
48,20.08,13.5,2017-04-04 06:45:00
48,20.08,12.8,2017-04-04 06:55:09
48,19.92,12.8,2017-04-04 07:05:18
48,19.92,12.9,2017-04-04 07:15:27
48,19.92,12.9,2017-04-04 07:25:07
48,19.76,12.8,2017-04-04 07:35:14
48,19.76,12.8,2017-04-04 07:45:22
48,19.76,13.7,2017-04-04 07:55:29
48,19.45,13.7,2017-04-04 08:05:41
48,19.45,14.0,2017-04-04 08:15:19
48,19.45,14.0,2017-04-04 08:25:26
48,19.45,15.1,2017-04-04 08:35:35
48,19.29,15.1,2017-04-04 08:45:43
48,19.29,17.2,2017-04-04 09:05:58
48,19.29,17.2,2017-04-04 09:15:35
48,18.67,19.3,2017-04-04 09:25:43
48,18.04,19.3,2017-04-04 09:35:53
48,17.73,19.9,2017-04-04 09:46:02
48,17.41,19.9,2017-04-04 09:55:40
48,17.57,20.2,2017-04-04 10:05:19
48,17.73,20.2,2017-04-04 10:14:57
48,17.88,22.2,2017-04-04 10:25:06
48,18.04,22.2,2017-04-04 10:35:16
48,18.2,24.8,2017-04-04 10:45:24
48,18.2,24.8,2017-04-04 10:55:33
48,18.51,24.9,2017-04-04 11:05:14
48,18.51,24.9,2017-04-04 11:15:22
48,18.51,25.7,2017-04-04 11:25:30
48,18.51,25.7,2017-04-04 11:35:38
48,18.51,25.4,2017-04-04 11:45:47
48,18.51,25.4,2017-04-04 11:55:25
48,18.51,24.7,2017-04-04 12:05:35
48,18.51,24.7,2017-04-04 12:15:47
48,18.51,24.2,2017-04-04 12:25:55
50,17.1,24.2,2017-04-04 12:35:04
51,16.31,19.8,2017-04-04 12:44:44
51,16.78,19.8,2017-04-04 12:54:22
51,17.1,15.8,2017-04-04 13:04:03
51,17.41,15.8,2017-04-04 13:13:43
50,17.57,13.7,2017-04-04 13:23:22
50,17.73,13.7,2017-04-04 13:33:31
51,17.73,13.0,2017-04-04 13:42:37
53,17.88,13.0,2017-04-04 13:52:15
53,17.88,12.3,2017-04-04 14:02:23
54,18.04,12.3,2017-04-04 14:12:33
54,18.04,11.6,2017-04-04 14:22:12
54,18.04,11.6,2017-04-04 14:32:21
54,18.04,11.0,2017-04-04 14:42:31
54,18.04,11.0,2017-04-04 14:52:42
55,18.2,11.0,2017-04-04 15:02:21
55,18.2,11.0,2017-04-04 15:12:29
55,18.2,10.9,2017-04-04 15:22:39
55,18.2,10.9,2017-04-04 15:32:50
55,18.2,11.1,2017-04-04 15:42:29
55,18.2,11.1,2017-04-04 15:52:38
55,18.2,12.2,2017-04-04 16:01:45
55,18.2,12.2,2017-04-04 16:11:54
55,18.2,13.4,2017-04-04 16:21:34
56,18.2,13.4,2017-04-04 16:31:43
56,18.2,17.8,2017-04-04 16:41:53
56,18.2,17.8,2017-04-04 16:51:33
56,18.2,18.8,2017-04-04 17:01:43
56,18.2,18.8,2017-04-04 17:11:52
56,18.2,21.0,2017-04-04 17:22:01
56,18.2,21.0,2017-04-04 17:31:41
56,18.2,20.4,2017-04-04 17:41:51
56,18.2,20.4,2017-04-04 17:52:01
56,18.2,21.1,2017-04-04 18:01:41
56,18.67,21.1,2017-04-04 18:11:50
56,20.24,15.8,2017-04-04 18:21:58
56,21.18,15.8,2017-04-04 18:32:08
56,21.8,17.8,2017-04-04 18:42:15
56,22.12,17.8,2017-04-04 18:52:23
56,21.8,20.4,2017-04-04 19:02:02
56,21.65,20.4,2017-04-04 19:12:11
56,21.49,21.8,2017-04-04 19:22:19
56,20.86,21.8,2017-04-04 19:32:28
56,20.24,22.8,2017-04-04 19:42:37
56,18.67,22.8,2017-04-04 19:52:15
57,18.67,22.3,2017-04-04 20:02:24
57,18.67,22.3,2017-04-04 20:12:32
57,18.51,21.6,2017-04-04 20:22:41
57,18.51,21.6,2017-04-04 20:32:49
56,18.2,19.8,2017-04-04 20:42:27
56,18.2,19.8,2017-04-04 20:52:35
55,18.2,16.4,2017-04-04 21:02:43
54,18.04,16.4,2017-04-04 21:12:51
54,18.04,14.4,2017-04-04 21:23:03
53,18.04,14.4,2017-04-04 21:32:39
53,17.88,14.6,2017-04-04 21:42:47
53,17.88,14.7,2017-04-04 21:52:56
53,17.88,14.7,2017-04-04 22:03:05
54,17.88,14.5,2017-04-04 22:13:14
54,17.73,14.5,2017-04-04 22:22:51
54,17.73,13.8,2017-04-04 22:32:58
54,17.73,13.8,2017-04-04 22:43:07
54,17.73,13.8,2017-04-04 22:53:15
54,17.73,13.9,2017-04-04 23:03:23
54,17.73,13.9,2017-04-04 23:13:03
54,17.73,13.8,2017-04-04 23:23:12
54,17.73,13.8,2017-04-04 23:33:20
54,17.73,13.6,2017-04-04 23:43:27
49,17.73,13.6,2017-04-04 23:53:35
45,17.73,13.6,2017-04-05 00:03:15
44,17.73,13.6,2017-04-05 00:13:22
44,17.88,14.6,2017-04-05 00:23:31
46,18.04,14.6,2017-04-05 00:33:40
46,18.2,15.6,2017-04-05 00:43:47
47,18.51,15.6,2017-04-05 00:53:26
47,18.67,16.5,2017-04-05 01:03:35
47,19.14,16.5,2017-04-05 01:13:42
47,19.29,18.4,2017-04-05 01:23:50
47,19.45,18.4,2017-04-05 01:33:58
47,19.45,20.3,2017-04-05 01:43:38
47,19.76,20.3,2017-04-05 01:53:47
46,19.76,20.7,2017-04-05 02:03:55
47,19.76,20.7,2017-04-05 04:04:08
47,19.76,21.0,2017-04-05 04:14:15
47,19.92,21.0,2017-04-05 04:24:23
47,19.92,17.9,2017-04-05 04:34:30
47,19.92,17.9,2017-04-05 04:44:38
47,19.92,22.3,2017-04-05 04:54:15
45,19.92,22.3,2017-04-05 05:04:25
44,19.92,23.6,2017-04-05 05:14:34
44,19.92,23.6,2017-04-05 05:24:42
44,19.76,22.2,2017-04-05 05:34:52
43,19.76,22.2,2017-04-05 05:44:29
43,19.76,13.8,2017-04-05 05:54:37
42,19.76,13.8,2017-04-05 06:04:49
41,19.76,17.5,2017-04-05 06:14:57
37,19.45,17.5,2017-04-05 06:24:35
37,19.45,18.2,2017-04-05 06:34:43
37,19.45,18.2,2017-04-05 06:44:50
37,19.29,16.3,2017-04-05 06:55:02
36,19.29,16.3,2017-04-05 07:05:09
35,19.29,14.3,2017-04-05 07:15:17
35,19.14,14.3,2017-04-05 07:24:55
36,19.14,13.5,2017-04-05 07:35:04
36,19.14,13.4,2017-04-05 07:55:19
36,19.14,13.4,2017-04-05 08:05:00
35,19.14,13.2,2017-04-05 08:15:09
35,18.98,13.2,2017-04-05 08:25:19
35,18.98,13.2,2017-04-05 08:35:28
35,18.98,12.1,2017-04-05 08:55:14
35,18.98,12.1,2017-04-05 09:05:21
36,18.98,11.3,2017-04-05 09:15:29
35,18.82,11.3,2017-04-05 09:25:37
35,18.82,10.8,2017-04-05 09:35:45
35,18.82,10.8,2017-04-05 09:45:22
37,18.82,11.3,2017-04-05 09:55:31
38,18.82,11.3,2017-04-05 10:05:10
39,18.67,11.7,2017-04-05 10:24:24
39,18.98,11.7,2017-04-05 10:34:35
40,20.24,14.0,2017-04-05 10:54:52
41,21.18,14.0,2017-04-05 11:04:31
41,22.12,19.8,2017-04-05 11:14:39
41,22.75,19.8,2017-04-05 11:24:47
41,23.22,15.8,2017-04-05 11:45:06
42,23.69,15.8,2017-04-05 11:54:44
42,24.0,17.7,2017-04-05 12:24:06
42,24.16,17.7,2017-04-05 12:33:45
42,24.31,19.5,2017-04-05 12:43:53
42,24.31,19.5,2017-04-05 12:53:32
42,24.16,20.5,2017-04-05 13:03:41
43,23.69,20.5,2017-04-05 13:13:19
43,23.22,21.6,2017-04-05 13:23:27
43,22.75,21.6,2017-04-05 13:33:06
43,22.27,22.1,2017-04-05 13:43:14
43,21.96,22.1,2017-04-05 13:52:51
44,21.49,22.3,2017-04-05 14:02:59
44,21.18,22.3,2017-04-05 14:12:37
44,21.02,23.6,2017-04-05 14:22:46
44,20.86,23.6,2017-04-05 14:32:54
44,20.55,22.8,2017-04-05 14:43:02
45,20.39,22.8,2017-04-05 14:53:10
45,20.24,22.8,2017-04-05 15:02:47
45,20.08,22.8,2017-04-05 15:12:26
45,20.08,22.4,2017-04-05 15:22:34
46,19.92,22.4,2017-04-05 15:32:41
47,19.92,19.1,2017-04-05 15:42:19
48,19.76,19.1,2017-04-05 15:52:28
48,19.76,16.0,2017-04-05 16:02:38
49,19.45,16.0,2017-04-05 16:12:46
49,19.45,13.4,2017-04-05 16:22:25
49,19.45,13.4,2017-04-05 16:32:37
50,19.29,10.9,2017-04-05 16:41:44
50,19.29,10.9,2017-04-05 17:01:59
50,19.29,9.7,2017-04-05 17:12:08
51,19.29,9.7,2017-04-05 17:31:24
51,19.14,9.2,2017-04-05 17:41:33
51,19.14,9.2,2017-04-05 17:51:42
51,19.14,8.4,2017-04-05 18:01:18
51,19.14,8.4,2017-04-05 18:11:26
51,19.14,8.2,2017-04-05 18:21:36
52,18.98,8.2,2017-04-05 18:31:43
52,18.98,6.8,2017-04-05 18:41:51
52,18.98,6.8,2017-04-05 19:01:37
52,18.98,9.6,2017-04-05 19:11:44
52,18.98,9.6,2017-04-05 19:21:52
52,18.98,13.2,2017-04-05 19:32:03
53,18.98,13.2,2017-04-05 19:41:41
53,18.82,19.0,2017-04-05 20:01:59
53,18.82,19.0,2017-04-05 20:12:09
54,18.82,19.3,2017-04-05 20:22:18
54,18.82,19.3,2017-04-05 20:31:57
54,18.82,21.6,2017-04-05 20:42:06
54,18.82,21.6,2017-04-05 20:52:16
54,18.67,23.0,2017-04-05 21:02:25
54,18.67,23.0,2017-04-05 21:12:02
54,18.67,23.4,2017-04-05 21:22:10
54,18.67,23.4,2017-04-05 21:32:19
54,18.67,23.5,2017-04-05 21:42:29
54,18.67,23.5,2017-04-05 21:52:37
54,19.76,24.9,2017-04-05 22:02:17
55,21.02,24.9,2017-04-05 22:12:24
55,21.96,25.1,2017-04-05 22:22:33
50,22.59,25.1,2017-04-05 22:32:40
50,23.06,25.5,2017-04-05 22:42:47
50,23.69,25.5,2017-04-05 22:52:55
50,22.59,24.8,2017-04-05 23:02:34
50,21.49,24.8,2017-04-05 23:12:43
50,21.02,24.1,2017-04-05 23:22:52
50,21.49,24.1,2017-04-05 23:33:02
50,22.12,22.9,2017-04-05 23:42:40
50,22.43,22.9,2017-04-05 23:52:49
50,22.75,21.3,2017-04-06 00:02:59
50,22.9,21.3,2017-04-06 00:13:08
50,22.9,19.0,2017-04-06 00:23:16
50,22.59,19.0,2017-04-06 00:32:53
50,22.27,16.6,2017-04-06 00:43:01
50,21.8,16.6,2017-04-06 00:53:09
50,21.33,13.8,2017-04-06 01:03:16
50,21.02,12.7,2017-04-06 01:33:11
50,20.71,12.7,2017-04-06 01:43:19
50,20.39,12.2,2017-04-06 01:53:27
50,20.24,12.2,2017-04-06 02:03:37
50,20.08,11.7,2017-04-06 02:23:21
51,20.08,11.7,2017-04-06 02:31:47
50,19.92,10.9,2017-04-06 02:43:25
45,19.76,10.9,2017-04-06 02:53:33
40,19.45,11.3,2017-04-06 03:03:42
38,19.29,11.3,2017-04-06 03:13:49
37,19.14,14.7,2017-04-06 03:34:05
37,18.98,14.7,2017-04-06 03:43:43
35,18.98,15.6,2017-04-06 03:53:50
36,18.82,15.6,2017-04-06 04:04:00
36,18.82,19.6,2017-04-06 04:14:08
36,18.67,19.6,2017-04-06 04:23:48
34,18.67,22.9,2017-04-06 04:33:58
35,18.51,22.9,2017-04-06 04:44:09
36,18.51,24.6,2017-04-06 04:54:17
37,18.2,24.6,2017-04-06 05:04:25
37,18.2,25.2,2017-04-06 05:14:03
37,18.2,25.2,2017-04-06 05:24:12
37,18.2,26.1,2017-04-06 05:34:20
37,18.04,26.1,2017-04-06 05:44:28
37,18.04,26.4,2017-04-06 05:54:35
36,18.04,26.4,2017-04-06 06:04:16
36,18.04,27.3,2017-04-06 06:14:25
36,18.04,27.3,2017-04-06 06:24:35
36,17.88,27.2,2017-04-06 06:34:43
35,17.88,27.2,2017-04-06 06:44:20
35,17.88,27.4,2017-04-06 06:54:31
35,17.88,27.4,2017-04-06 07:04:41
36,17.88,27.7,2017-04-06 07:24:58
36,17.88,27.7,2017-04-06 07:34:37
37,17.88,27.4,2017-04-06 07:44:45
37,17.88,27.4,2017-04-06 07:54:53
37,17.88,24.1,2017-04-06 08:05:03
38,17.88,24.1,2017-04-06 08:15:11
38,17.88,22.7,2017-04-06 08:24:49
38,17.88,22.7,2017-04-06 08:34:59
39,17.88,20.5,2017-04-06 08:45:09
39,17.88,20.5,2017-04-06 08:55:18
39,17.88,19.4,2017-04-06 09:04:56
39,17.88,19.4,2017-04-06 09:15:05
40,17.88,17.5,2017-04-06 09:25:15
40,17.88,17.5,2017-04-06 09:35:27
40,17.88,17.8,2017-04-06 09:45:07
40,17.88,17.8,2017-04-06 09:55:13
41,17.88,17.4,2017-04-06 10:05:22
41,17.88,17.4,2017-04-06 10:15:32
41,17.88,16.5,2017-04-06 10:25:39
41,18.2,16.5,2017-04-06 10:45:26
41,19.45,15.4,2017-04-06 10:55:35
41,20.71,15.4,2017-04-06 11:05:42
41,21.8,14.4,2017-04-06 11:15:50
41,22.43,14.4,2017-04-06 11:25:29
42,22.75,16.5,2017-04-06 11:35:37
42,23.22,16.5,2017-04-06 11:45:44
42,23.37,18.8,2017-04-06 11:55:53
42,23.84,18.8,2017-04-06 12:15:40
42,23.84,21.6,2017-04-06 12:35:56
42,24.0,21.6,2017-04-06 12:46:07
42,24.16,23.2,2017-04-06 12:56:16
42,24.31,23.2,2017-04-06 13:05:54
42,24.31,24.5,2017-04-06 13:16:03
42,24.47,24.5,2017-04-06 13:26:11
42,24.47,25.3,2017-04-06 13:36:20
42,24.78,25.3,2017-04-06 13:46:00
43,24.78,25.9,2017-04-06 13:56:07
43,24.47,25.9,2017-04-06 14:06:16
43,24.47,25.7,2017-04-06 14:16:23
43,24.47,25.7,2017-04-06 14:26:32
43,24.47,25.0,2017-04-06 14:36:11
43,24.47,25.0,2017-04-06 14:46:19
43,24.47,25.5,2017-04-06 14:56:27
43,24.31,25.5,2017-04-06 15:06:35
43,24.0,24.4,2017-04-06 15:36:30
43,23.37,24.4,2017-04-06 15:46:39
43,22.75,24.1,2017-04-06 16:06:56
43,22.12,24.1,2017-04-06 16:16:33
43,21.8,24.0,2017-04-06 16:26:41
43,20.08,24.0,2017-04-06 16:36:50
43,19.92,23.6,2017-04-06 16:47:00
43,19.92,23.6,2017-04-06 16:56:38
43,19.76,21.5,2017-04-06 17:06:48
43,19.45,21.5,2017-04-06 17:27:05
43,19.45,21.4,2017-04-06 17:37:13
43,19.45,21.4,2017-04-06 17:46:50
43,19.29,17.0,2017-04-06 17:57:01
43,19.29,17.0,2017-04-06 18:07:09
44,19.29,16.5,2017-04-06 18:17:17
44,19.14,16.5,2017-04-06 18:27:25
44,19.14,16.4,2017-04-06 18:37:03
44,19.14,16.4,2017-04-06 18:47:10
44,18.98,16.4,2017-04-06 18:57:18
44,18.98,16.4,2017-04-06 19:07:26
44,18.98,15.9,2017-04-06 19:17:36
44,18.98,15.9,2017-04-06 19:27:43
45,18.98,15.7,2017-04-06 19:37:22
45,18.82,15.7,2017-04-06 19:47:33
45,18.82,15.0,2017-04-06 19:57:41
45,18.82,15.0,2017-04-06 20:07:49
46,18.82,15.5,2017-04-06 20:17:56
46,18.82,15.5,2017-04-06 20:27:34
46,18.67,15.5,2017-04-06 20:37:43
46,18.67,15.5,2017-04-06 20:47:50
46,18.67,15.7,2017-04-06 20:57:58
46,18.67,15.7,2017-04-06 21:08:06
46,18.67,16.5,2017-04-06 21:17:45
46,18.67,16.5,2017-04-06 21:27:52
46,18.67,18.5,2017-04-06 21:38:02
46,18.67,18.5,2017-04-06 21:48:11
46,18.51,19.5,2017-04-06 21:58:19
46,18.51,19.5,2017-04-06 23:08:16
46,18.51,20.2,2017-04-06 23:18:24
46,18.51,20.2,2017-04-06 23:28:32
46,18.51,20.4,2017-04-06 23:48:49
46,18.51,20.4,2017-04-06 23:58:26
46,18.51,18.4,2017-04-07 00:08:34
46,18.51,18.4,2017-04-07 00:18:43
46,18.51,16.0,2017-04-07 00:28:51
46,18.51,16.0,2017-04-07 00:38:59
46,18.51,14.3,2017-04-07 00:49:07
46,18.2,14.3,2017-04-07 00:58:45
46,18.2,12.8,2017-04-07 01:08:54
47,17.57,12.8,2017-04-07 01:19:02
47,16.47,11.8,2017-04-07 01:29:12
47,16.0,11.8,2017-04-07 01:39:19
47,16.16,11.0,2017-04-07 01:48:56
47,17.57,11.0,2017-04-07 01:59:05
46,19.29,10.8,2017-04-07 02:09:14
44,20.24,10.8,2017-04-07 02:19:23
41,20.71,10.4,2017-04-07 02:29:02
42,20.86,10.4,2017-04-07 02:39:12
42,20.86,10.5,2017-04-07 02:49:20
42,20.71,10.5,2017-04-07 02:59:28
43,20.55,10.7,2017-04-07 03:09:36
43,20.24,10.7,2017-04-07 03:19:43
43,20.08,10.4,2017-04-07 03:29:21
43,19.76,10.4,2017-04-07 03:39:29
43,19.61,9.9,2017-04-07 03:49:37
41,19.45,9.9,2017-04-07 03:59:45
41,19.29,9.0,2017-04-07 04:09:25
41,19.14,9.0,2017-04-07 04:19:33
42,18.82,9.0,2017-04-07 04:29:40
43,18.82,9.3,2017-04-07 04:39:48
43,18.98,9.3,2017-04-07 04:49:56
43,18.82,9.0,2017-04-07 05:00:05
44,18.67,9.0,2017-04-07 05:09:43
44,18.67,8.6,2017-04-07 05:19:52
44,18.67,8.6,2017-04-07 05:30:00
44,18.51,9.1,2017-04-07 05:40:12
44,18.51,9.1,2017-04-07 05:49:51
44,18.51,10.1,2017-04-07 05:59:59
44,18.51,10.1,2017-04-07 06:10:08
44,18.51,11.4,2017-04-07 06:20:18
45,18.51,11.4,2017-04-07 06:40:05
45,18.51,12.8,2017-04-07 06:50:15
45,18.67,12.8,2017-04-07 07:00:23
45,18.67,13.6,2017-04-07 07:10:32
45,18.67,13.6,2017-04-07 07:20:09
45,18.67,13.8,2017-04-07 07:30:17
45,18.67,13.8,2017-04-07 07:50:33
45,18.51,15.0,2017-04-07 08:00:42
45,18.51,15.0,2017-04-07 08:10:19
44,18.51,16.8,2017-04-07 08:20:28
42,18.51,16.8,2017-04-07 08:30:36
42,18.51,16.8,2017-04-07 08:40:45
41,18.51,16.8,2017-04-07 08:50:57
41,18.51,15.7,2017-04-07 09:00:33
42,18.51,15.7,2017-04-07 09:10:42
41,18.51,15.7,2017-04-07 09:20:51
42,18.51,15.7,2017-04-07 09:31:00
42,18.51,15.4,2017-04-07 09:41:09
43,18.51,15.4,2017-04-07 09:50:47
43,18.51,16.0,2017-04-07 10:11:06
43,18.51,16.0,2017-04-07 10:21:16
43,18.51,16.3,2017-04-07 10:30:53
43,18.51,16.3,2017-04-07 10:41:03
43,18.51,13.9,2017-04-07 10:51:13
43,18.67,13.9,2017-04-07 11:01:21
44,18.67,13.8,2017-04-07 11:11:00
44,18.67,13.8,2017-04-07 11:21:09
43,18.67,10.5,2017-04-07 11:31:18
43,18.67,10.5,2017-04-07 11:41:26
43,18.67,10.5,2017-04-07 12:01:14
43,18.82,9.2,2017-04-07 12:11:20
42,18.82,9.2,2017-04-07 12:21:28
42,18.82,7.9,2017-04-07 12:30:35
42,18.82,7.9,2017-04-07 12:40:14
41,18.82,7.1,2017-04-07 12:49:54
42,18.82,7.1,2017-04-07 13:00:03
42,18.82,6.5,2017-04-07 13:10:12
42,18.82,6.5,2017-04-07 13:20:21
43,18.67,5.6,2017-04-07 13:29:30
43,18.67,5.6,2017-04-07 13:39:39
43,18.67,5.3,2017-04-07 13:49:17
43,18.67,5.3,2017-04-07 13:59:26
43,18.67,5.3,2017-04-07 14:19:42
44,18.51,5.3,2017-04-07 14:29:50
44,18.51,6.4,2017-04-07 14:39:30
44,18.51,6.4,2017-04-07 14:49:38
43,18.98,9.8,2017-04-07 14:59:46
43,19.92,9.8,2017-04-07 15:09:26
44,20.55,11.0,2017-04-07 15:19:03
44,21.18,11.0,2017-04-07 15:28:42
40,21.49,13.1,2017-04-07 15:38:51
41,21.33,13.1,2017-04-07 15:49:00
41,21.49,14.9,2017-04-07 15:59:07
41,21.96,14.9,2017-04-07 16:09:14
41,22.59,15.8,2017-04-07 16:18:53
41,22.9,15.8,2017-04-07 16:29:01
42,23.22,16.9,2017-04-07 16:39:08
42,23.69,16.9,2017-04-07 16:49:16
45,23.69,17.5,2017-04-07 16:58:55
45,23.69,17.5,2017-04-07 17:09:05
45,23.06,18.7,2017-04-07 17:19:13
46,22.59,18.7,2017-04-07 17:39:01
46,22.12,19.1,2017-04-07 17:48:40
46,21.49,19.1,2017-04-07 17:58:48
46,20.08,18.8,2017-04-07 18:08:56
46,19.92,18.8,2017-04-07 18:19:05
47,19.76,20.4,2017-04-07 18:28:44
47,19.76,20.4,2017-04-07 18:38:52
47,19.45,21.3,2017-04-07 18:49:01
48,19.29,21.3,2017-04-07 18:59:09
48,19.29,19.9,2017-04-07 19:09:16
48,19.14,19.9,2017-04-07 19:19:24
48,19.14,19.6,2017-04-07 19:29:02
49,19.14,19.6,2017-04-07 19:39:11
49,18.98,17.9,2017-04-07 19:49:18
49,18.98,17.9,2017-04-07 19:59:26
50,18.98,16.5,2017-04-07 20:09:35
50,18.98,16.5,2017-04-07 20:19:15
49,18.82,16.2,2017-04-07 20:29:24
50,18.82,16.2,2017-04-07 20:39:34
50,18.82,15.9,2017-04-07 20:49:43
50,18.82,15.9,2017-04-07 20:59:51
50,18.82,15.9,2017-04-07 21:09:30
50,18.82,13.7,2017-04-07 21:19:39
50,18.67,13.7,2017-04-07 21:29:47
51,18.67,12.7,2017-04-07 21:39:57
51,18.67,12.7,2017-04-07 21:50:05
51,18.67,12.8,2017-04-07 21:59:43
50,18.67,12.8,2017-04-07 23:10:09
50,18.67,12.6,2017-04-07 23:20:17
50,18.67,12.6,2017-04-07 23:30:27
50,18.67,13.4,2017-04-07 23:40:04
50,18.67,13.4,2017-04-07 23:50:11
50,18.51,13.6,2017-04-08 00:00:18
50,18.51,13.6,2017-04-08 00:10:27
50,18.51,13.9,2017-04-08 00:20:36
50,18.51,13.9,2017-04-08 00:30:14
50,18.51,14.7,2017-04-08 00:40:22
51,18.51,14.7,2017-04-08 00:50:30
50,18.51,15.8,2017-04-08 01:00:39
